Wallet Address,Farm 1,Farm 2,Farm 3,Farm 4,Total ArcX Distribution,ArcX Price,Total USDC
0x22f6edb55790b0fe841c5ba9aa30792ebcb55863,0.20295,0,0,0,0.20295,2500,507.375
0x542a0eaf1358480ec0703f07bc3120a6503ebbc1,0.20295,0.18182,0,0.54598,0.93075,2500,2326.875
0x0f183746c22e6ea8152bea4f59ace97ca2d6a2f2,0.20295,0.18182,0,0,0.38477,2500,961.925
0x2875f367b4c6c07ca72568a9b0d0887a37f06b24,0.20295,0.18182,0,0,0.38477,2500,961.925
0x1831570e2145ce1048eb566edb9612ec867aa736,0.20295,0,0,0,0.20295,2500,507.375
0x7ccf12a3431418156492373e1aa4f34a15554c43,0.20295,0,0,0,0.20295,2500,507.375
0x61c90c2139b75d777ef4c0482bf166bb3cfaa8dd,0.20295,0,0,0,0.20295,2500,507.375
0xc31db2e710192791b65de43d4b84886a6d770322,0.20295,0,0,0,0.20295,2500,507.375
0x14ce500a86f1e3ace039571e657783e069643617,0.20295,0.18182,0,0,0.38477,2500,961.925
0xdbedb1b7d359b0776e139d385c78a5ac9b27c0f9,0.20295,0.18182,0,0,0.38477,2500,961.925
0x3ed61895bc00f43d6dafb573d942eb672035edc1,0.20295,0,0,0,0.20295,2500,507.375
0x6b30e020e9517c519c408f51c2593e12d55b55fa,0.20295,0,0,0,0.20295,2500,507.375
0x2158991e962776b2771584ecc9096a420050df73,0.20295,0.18182,0,0,0.38477,2500,961.925
0x197f8eab3827903b011a303601ee6dd363e3f8ef,0.20295,0.18182,0,0,0.38477,2500,961.925
0x7e2f6e2f86089ae708425bca2e7bf43ad5ca486e,0.20295,0,0,0,0.20295,2500,507.375
0x6f21547e4d0265f7c0428d388a22ca7c54a6beab,0.20295,0.18182,0.25316,0.54598,1.18391,2500,2959.775
0x327446dd2e6ec9f08d33573b493fbd881989eee9,0.20295,0.18182,0.25316,0.54598,1.18391,2500,2959.775
0x42add773b02585dbaf024db751d8944618ada20a,0.20295,0,0,0,0.20295,2500,507.375
0x2c1594be1de7435736b4598fe049c15e5063a43b,0.20295,0.18182,0,0,0.38477,2500,961.925
0xec91bd8bc3d2364c0751c60bf78421a1cd3d75e0,0.20295,0.18182,0,0,0.38477,2500,961.925
0x9a11d1d90afb58a22c566ec63f5b3a7554970ac1,0.20295,0.18182,0.25316,0.54598,1.18391,2500,2959.775
0x1514ccb6daf938634475fc2739ec64849d6517a9,0.20295,0,0,0,0.20295,2500,507.375
0x0353c1d821b32a59449355b4033213a6f7b8d1cb,0.20295,0.18182,0,0,0.38477,2500,961.925
0x512fce9b07ce64590849115ee6b32fd40ec0f5f3,0.20295,0,0,0,0.20295,2500,507.375
0x2afb58a22e7d3c241ab7b9a1f68b9e8e74ec9d68,0.20295,0.18182,0,0,0.38477,2500,961.925
0x314ae9291c2e1b43a6f8b68ba7224c0b77a55de5,0.20295,0.18182,0,0,0.38477,2500,961.925
0x851af2731e1fb915e95f0b84d472faf44bd3583b,0.20295,0.18182,0,0,0.38477,2500,961.925
0x5b1edfc61e1a2b467ecf6ebac2db05913c48b16b,0.20295,0.18182,0,0,0.38477,2500,961.925
0xd71c552a4954673a30893bf1db0a77f1afa1accd,0.20295,0.18182,0,0,0.38477,2500,961.925
0x1d5e65a087ebc3d03a294412e46ce5d6882969f4,0.20295,0.18182,0.25316,0.54598,1.18391,2500,2959.775
0x6477241a2aa2742e2bd19a4374d9cbd6d78a3d31,0.20295,0.18182,0.25316,0.54598,1.18391,2500,2959.775
0x68924bc68ff1357a0a08a20c64d538d9b9241574,0.20295,0.18182,0.25316,0.54598,1.18391,2500,2959.775
0x049940feda4277b7f01ef10fca0b975c541d8fca,0.20295,0,0,0,0.20295,2500,507.375
0xcfca8f21f164c29f87b5cb06d5ad938ae565ca11,0.20295,0.18182,0.25316,0.54598,1.18391,2500,2959.775
0xc4ea745a21c7cc9e6e7b2384996b6b312db8c7c1,0.20295,0.18182,0,0,0.38477,2500,961.925
0xc31b4de7dd2b84f34f95d6f982f4e8a00236fb54,0.20295,0.18182,0.25316,0.54598,1.18391,2500,2959.775
0x9ece9a8d385212197982a9694ca03c0e5cd10e6a,0.20295,0.18182,0.25316,0.54598,1.18391,2500,2959.775
0xb289360a2ab9eacffd1d7883183a6d9576db515f,0.20295,0.18182,0.25316,0.54598,1.18391,2500,2959.775
0xae38c53b21f3c85d7cd26559f3946c3e817758e8,0.20295,0,0,0,0.20295,2500,507.375
0xd56ee5ba5a52e15f309108bdd6247c69b4f624c2,0.20295,0,0,0,0.20295,2500,507.375
0xc216d39cceb3d86a72e06da26a97d1adbae97685,0.20295,0.18182,0,0.54598,0.93075,2500,2326.875
0xe4fb9ca52e39b83be69e74e7fac8f807a9c16ef9,0.20295,0.18182,0.25316,0.54598,1.18391,2500,2959.775
0x2f486cd2711fed55ecc481a5a0ac62001ebfb16c,0.20295,0,0,0,0.20295,2500,507.375
0x18232a4c00151cb65c547655ac149b5bffc49233,0.20295,0,0,0,0.20295,2500,507.375
0xa3953352beab67861e5a7fff47f36611a1ff5335,0.20295,0.18182,0.25316,0.54598,1.18391,2500,2959.775
0xc1d43fa553b9fbaa95637d28d39862dc339db0ea,0.20295,0.18182,0.25316,0.54598,1.18391,2500,2959.775
0x27e1317c497d423b6d7ab98d006afe5197d9591e,0.20295,0.18182,0.25316,0.54598,1.18391,2500,2959.775
0xf1d8722bc108fa8f2d9a4fb68af04a369739318e,0.20295,0.18182,0,0,0.38477,2500,961.925
0x0998160bdf3ff6d86a4e9d5c31e0efc3ca7e7d01,0.20295,0,0,0,0.20295,2500,507.375
0xf78a149be085ff02bc5de35578d52055a47a619e,0.20295,0,0,0,0.20295,2500,507.375
0x638f275d520e22f59659120b28b14b547849213c,0.20295,0,0,0,0.20295,2500,507.375
0x15fda64fcdbca27a60aa8c6ca882aa3e1de4ea41,0.20295,0.18182,0,0,0.38477,2500,961.925
0x1d6f73e854b7e3b889d9d6e7097a6ffe344f7bf0,0.20295,0,0,0,0.20295,2500,507.375
0x40fb94904257c84877e561edae31672b196bf6d1,0.20295,0,0,0,0.20295,2500,507.375
0xc8d46eb7881975f9ae15216feeba2ff58e55803c,0.20295,0.18182,0.25316,0.54598,1.18391,2500,2959.775
0x6e93ebc8302890ff1d1befd779d1db131ef30d4d,0.20295,0,0,0,0.20295,2500,507.375
0xdbfb0e80143dd737e04925ffd7af8c355c0d25f9,0.20295,0.18182,0,0,0.38477,2500,961.925
0xb90781ceb500f80a9c101225ed5451449a3aa5bc,0.20295,0.18182,0.25316,0.54598,1.18391,2500,2959.775
0x29f0585b09edc9aa49b79fc854bbd68550d6b60c,0.20295,0,0,0,0.20295,2500,507.375
0xb8d7b045d299c9c356bc5ee4fe2dddc8a31280a5,0.20295,0,0,0,0.20295,2500,507.375
0x2ba56a2415dedaaef2a54a1a6cc90d4555e0000d,0.20295,0.18182,0,0,0.38477,2500,961.925
0x3a0cca1a832644b60730e5d4c27947c5de609d62,0.20295,0.18182,0.25316,0.54598,1.18391,2500,2959.775
0xc49b6c714feaf22b12eb02a01521dab6edd1fcbd,0.20295,0.18182,0,0,0.38477,2500,961.925
0xbb637a937e864795cb00f6681661904836ac8a59,0.20295,0,0,0,0.20295,2500,507.375
0xb8f2d36d215312a918de277dc85947cd7e01557a,0.20295,0,0,0,0.20295,2500,507.375
0x549c0421c69be943a2a60e76b19b4a801682cbd3,0.20295,0.18182,0,0,0.38477,2500,961.925
0xa9fb6355997aae4a717d9bd15e60edf26cf55c8a,0.20295,0,0,0,0.20295,2500,507.375
0x4d1dcf15acbc0b69aed7b0d87bda5cbc66c48184,0.20295,0,0,0,0.20295,2500,507.375
0xcc55aa8fa576a0217523f62083ec633b9a04af01,0.20295,0.18182,0.25316,0.54598,1.18391,2500,2959.775
0x2b7f50cb2ef018af5292f55ad6f75fb76d25fc7e,0.20295,0,0,0,0.20295,2500,507.375
0x6076908d835ddaaef6baaa7e3e0afd5ea00de09c,0.20295,0,0,0,0.20295,2500,507.375
0x7e98ebf97dc93789a7ebaa75fe7b5d8f79c9fe26,0.20295,0.18182,0,0.54598,0.93075,2500,2326.875
0xe9c2eea0cc009abc4ec3d8e48e878ebf5730755d,0.20295,0,0,0,0.20295,2500,507.375
0x82e4d78c6c62d461251fa5a1d4deb9f0fe378e30,0.20295,0.18182,0.25316,0,0.63793,2500,1594.825
0xf7476db5b717ac661c027e684456115ab1e728c3,0.20295,0,0,0,0.20295,2500,507.375
0x7d1c093b56b4c6a3edd9fd710f87292b73e78ea3,0.20295,0,0,0,0.20295,2500,507.375
0x85591bfabb18be044fa98d72f7093469c588483c,0.20295,0.18182,0,0.54598,0.93075,2500,2326.875
0x648ad6f58367b42ba3efab45b220528e4f180437,0.20295,0.18182,0.25316,0.54598,1.18391,2500,2959.775
0x7cb9ed2a2bed605dd5b53a86291111862553f2cb,0.20295,0.18182,0.25316,0.54598,1.18391,2500,2959.775
0x9ded136c7a66a31d39f546e7c186609bed12089e,0.20295,0,0,0,0.20295,2500,507.375
0xbaf5eb33f2efc66830ac88b0e6a1c6dd251221fc,0.20295,0,0,0,0.20295,2500,507.375
0xf8f0cb8b06b2ba827ae8e7915deb0cf796aec53b,0.20295,0.18182,0.25316,0.54598,1.18391,2500,2959.775
0x98d539ae90481e921fd9fb826500f2af06337555,0.20295,0.18182,0.25316,0.54598,1.18391,2500,2959.775
0xbf3c8302c746eab7bcc5538e2ae1f781ebe4af33,0.20295,0,0,0,0.20295,2500,507.375
0x33ebb62dc9ddbf6b8f3c0efdf5bccc2e7ac60211,0.20295,0.18182,0.25316,0.54598,1.18391,2500,2959.775
0x554b1bd47b7d180844175ca4635880da8a3c70b9,0.20295,0.18182,0.25316,0.54598,1.18391,2500,2959.775
0x1b5619ea5c5f0998006af5592f2d9506f044d107,0.20295,0.18182,0.25316,0,0.63793,2500,1594.825
0xf99ccf26aad027bbd11f1ebf8392ba729a454015,0.20295,0.18182,0.25316,0.54598,1.18391,2500,2959.775
0x50c8d5add0cddcd54e6ca9333178d8f905be6eff,0.20295,0,0,0,0.20295,2500,507.375
0x92d377ca21cbfbc4a1cdc6a767d91950d5418ed9,0.20295,0.18182,0,0,0.38477,2500,961.925
0xcbbc5d06be48b9b1d90a8e787b4d42bc4a3b74a8,0.20295,0,0,0,0.20295,2500,507.375
0xfeeaa6a2ae0d4a15e947afc71dc249a29dc2778d,0.20295,0,0,0,0.20295,2500,507.375
0x0000000484f2217f1a64eb6d24b5cee446faeae5,0.20295,0,0,0,0.20295,2500,507.375
0x5e8d405cbc564473d85a9a31fbfca76167d69978,0.20295,0.18182,0.25316,0.54598,1.18391,2500,2959.775
0x28d804bf2212e220bc2b7b6252993db8286df07f,0.20295,0.18182,0,0,0.38477,2500,961.925
0x6d330800687ee1b85d4af30bff6bc41638f21524,0.20295,0.18182,0,0.54598,0.93075,2500,2326.875
0x39934f0a14aa55ab28c569e6d5adba3349ebf823,0.20295,0.18182,0.25316,0.54598,1.18391,2500,2959.775
Farm 2,0,0.18182,0,0,0.18182,2500,454.55
0x2f193b7e2a44caeda1ab1ccfb88840a685492f2f,0,0.18182,0,0,0.18182,2500,454.55
0x2c34ce7f14eaee08bc8dadde934115684ca65679,0,0.18182,0.25316,0.54598,0.98096,2500,2452.4
0x6d97d65adff6771b31671443a6b9512104312d3d,0,0.18182,0,0,0.18182,2500,454.55
0x6cf7538744dc6a1416eb2a9dfd2daf2c9a829832,0,0.18182,0,0.54598,0.7278,2500,1819.5
0xec89639d883a9ff2086c6deb0d766064b5bbea03,0.20295,0.18182,0.25316,0.54598,1.18391,2500,2959.775
0x0048d77cd53479c2e9594d55f058a224041c11ce,0,0.18182,0,0,0.18182,2500,454.55
0xb5a790758cdb6644305d1cf368b67bbba4c9a68c,0,0.18182,0,0.54598,0.7278,2500,1819.5
0xe15494e529d8ce5a9b37ad51bd082a884cf3fa74,0,0.18182,0,0.54598,0.7278,2500,1819.5
Farm 3,0,0,0.25316,0,0.25316,2500,632.9
Farm 4,0,0,0,0.54598,0.54598,2500,1364.95
0x40d175ca198474bbdf8258dd9f512ec40d083772,0,0,0,0.54598,0.54598,2500,1364.95
0xf14c5c02758dc98ac86b36060f2124f3beb72ad3,0,0,0,0.54598,0.54598,2500,1364.95
0xf286e07ed6889658a3285c05c4f736963cf41456,0,0,0,0.54598,0.54598,2500,1364.95
0xc3422497f17a60d06a10f049c65a1dfd2b3b31be,0,0,0,0.54598,0.54598,2500,1364.95
0xcca71809e8870afeb72c4720d0fe50d5c3230e05,0,0,0,0.54598,0.54598,2500,1364.95
0xe8427bf56bb869bd52b087ee27bb85ea8d284cac,0,0,0,0.54598,0.54598,2500,1364.95
0x489c637ddf8ef6d9d36f776c58b898a180f08a43,0,0,0,0.54598,0.54598,2500,1364.95
0x4782e2128a1b851c6ce47a5899efb29e6f195025,0,0,0,0.54598,0.54598,2500,1364.95
0x85447407829fa2deb31e10beec8f6f40981d7f44,0,0,0,0.54598,0.54598,2500,1364.95
0xe02d332b375d2437f406dbd340f954f4eff4b230,0,0,0,0.54598,0.54598,2500,1364.95
0xbb00900b914c71d7cc0d6c8865359499b9d0b3b6,0,0,0,0.54598,0.54598,2500,1364.95
0x825e538a8cd4d1ccf42f0974f69003f91fe4c9c3,0,0,0,0.54598,0.54598,2500,1364.95
0x4da2e85d64bece663ccab06e89b970b6b077f22f,0,0,0,0.54598,0.54598,2500,1364.95
0x1333c53a798547126ca04647ba925485a6fa7aad,0,0,0,0.54598,0.54598,2500,1364.95
0x3a1ac31c2d57d9587921b67c34b93d06f02257e6,0,0,0,0.54598,0.54598,2500,1364.95
0xde708decb61d06ee30a95051dd203f43e0d44c70,0,0,0,0.54598,0.54598,2500,1364.95
0x2fe55b3352c06c11ca7ecf7b38bd2104ee5434d3,0,0,0,0.54598,0.54598,2500,1364.95
0x09e6d9a4c98cfd9f990437aa19b0a38b55336109,0,0,0,0.54598,0.54598,2500,1364.95
0x9e42f20ad23feda0cca899abe688bcee67cc4d5a,0,0,0,0.54598,0.54598,2500,1364.95
0x901c1b917b184a87fe82c6d114d0e0a4a12463d5,0,0,0,0.54598,0.54598,2500,1364.95
0xcac59f91e4536bc0e79ab816a5cd54e89f10433c,0,0,0,0.54598,0.54598,2500,1364.95
0xc67e60380e06ec8b20b3def2b86ab0966af1f060,0,0,0,0.54598,0.54598,2500,1364.95
0x8e3fabf5a1e4b773c227d2646eb2470263d3a1bf,0,0,0,0.54598,0.54598,2500,1364.95
0x1a4ea017bbcda7c0e79cd9e1ee8637b083088ae2,0,0,0,0.54598,0.54598,2500,1364.95
0xeae98e98cea0577cf78e2efce00b3faa9444130c,0,0,0,0.54598,0.54598,2500,1364.95
0x33d20f06b0021e9013f39d8f0dca1ff8bae0a15c,0,0,0,0.54598,0.54598,2500,1364.95
0x5eac09dc8987309f53e72a761ea60b448f3224dd,0,0,0,0.54598,0.54598,2500,1364.95
0x069a50da31a4357b6a212c26b66e9a416c577b7e,0,0,0,0.54598,0.54598,2500,1364.95
0x43d9c66ae6d757951d21a27576490161e1438756,0,0,0,0.54598,0.54598,2500,1364.95
0x235942ed8daff3895b4c970fc6c27650d2f0f60b,0,0,0,0.54598,0.54598,2500,1364.95
0xd6e6a9d952f56e48462092bbadab346e95e987a4,0,0,0,0.54598,0.54598,2500,1364.95
0x81c4b663ff7261e10057bd47e333b0041d58fa54,0,0,0,0.54598,0.54598,2500,1364.95
0xfcc5c883aeb32fc31debdb8218bb457ba9741a48,0,0,0,0.54598,0.54598,2500,1364.95
0xb9b8ef61b7851276b0239757a039d54a23804cbb,0,0,0,0.54598,0.54598,2500,1364.95
0xf4a0e9ad90f441670016742c8977f79553ee8ee8,0,0,0,0.54598,0.54598,2500,1364.95
0xc67a5aec18d39d925b803bf06b6d232919e9ef09,0,0,0,0.54598,0.54598,2500,1364.95
0xf63266a34d848f35b4513aee8847d8f3dd03a905,0,0,0,0.54598,0.54598,2500,1364.95
0xfbdd5c349d1686d7b15b27f47217c55fe93d2bfc,0,0,0,0.54598,0.54598,2500,1364.95
0x0206bc8fc7c1e8635d14f73c0fdb035493f2fd84,0,0,0,0.54598,0.54598,2500,1364.95
0x6f454fa5c8c9dc56209f6f5d4c7df32c735c4946,0,0,0,0.54598,0.54598,2500,1364.95
0xf7f502609de883a240536832e7917db9ee802990,0,0,0,0.54598,0.54598,2500,1364.95
0xa770912e36a717a4a7a52566d63314f313208fea,0,0,0,0.54598,0.54598,2500,1364.95
0x8af8fe34b3053f95594008b38e6d24a868628d98,0,0,0,0.54598,0.54598,2500,1364.95
0x445d7413b47bf244cc738c01544dca7082689314,0,0,0,0.54598,0.54598,2500,1364.95
0x1da75fb0da32653fdab9ddecdb42f2ed61f8a28b,0,0,0,0.54598,0.54598,2500,1364.95
0xa7b6ddff1ea5e83d42d0bb4422ff8e9c2efb84d0,0,0,0,0.54598,0.54598,2500,1364.95
0x00d2d53e82a9a43aea1a57022757d9df33a12f1b,0,0,0,0.54598,0.54598,2500,1364.95
0xff18d10f5d9797d18dfe85437d3e76475025c2e1,0,0,0,0.54598,0.54598,2500,1364.95
0xa7b38160a6e7126c5c694d3d50cb121a89adf2af,0,0,0,0.54598,0.54598,2500,1364.95
0x528bad3c22874e8a9bb49689aa876f76f631e07d,0,0,0,0.54598,0.54598,2500,1364.95
0x21109fb746f39a692fdc346fffa68488f2e9108c,0,0,0,0.54598,0.54598,2500,1364.95
0xf0918ab646b7771d030c0643a53cd1a774139529,0,0,0,0.54598,0.54598,2500,1364.95
0x1cdb54ab57753051be5502c8376e77e74b5e2d50,0,0,0,0.54598,0.54598,2500,1364.95
0xfac44bfdc053a9615c6b0527f44416914628a0c4,0,0,0,0.54598,0.54598,2500,1364.95
0xee6ce216cee9744bdc64cfb1c901d923d703b539,0,0,0,0.54598,0.54598,2500,1364.95
0xd829b67e1d4d24c5947031efcdda28388612e9b2,0,0,0,0.54598,0.54598,2500,1364.95
0xb33b9e6a11b8fc5b576123dde191ee4ac011ecdd,0,0,0,0.54598,0.54598,2500,1364.95
0xf69f7faf5fdc1268d0911c08a1e51cc8738a642a,0,0,0,0.54598,0.54598,2500,1364.95
0xf83542b42df0aa4bee2006d3c03f8c80cd815a18,0,0,0,0.54598,0.54598,2500,1364.95
0x6588a4c79140eed96f0bef3350665a0ff33f0605,0,0,0,0.54598,0.54598,2500,1364.95
0x0408dc9f4790d5cd7d8c351d17d559fcab80f987,0,0,0,0.54598,0.54598,2500,1364.95
0x6916683ab95b955bb73caf8bab92700a2469d758,0,0,0,0.54598,0.54598,2500,1364.95
0x5f945c3682e1e0b95ad17d9a9836ff3f6c266ea9,0,0,0,0.54598,0.54598,2500,1364.95
0xd16fda96cb572da89e4e39b04b99d99a8e3071fb,0,0,0,0.54598,0.54598,2500,1364.95
0x955d81e9a0ef56f332312b0cc476fc6235478b0f,0,0,0,0.54598,0.54598,2500,1364.95
0x958bc7f87992791e89a5cfe764ff5541f6329642,0,0,0,0.54598,0.54598,2500,1364.95
0x25ea44284088eca85b524af68fe04bdb4afe0a47,0,0,0,0.54598,0.54598,2500,1364.95
0x4a8b9e2c2940fdd39aceb384654dc59acb58c337,0,0,0,0.54598,0.54598,2500,1364.95
0x24b3b1fb8dab66a374b93d50429665d5548b6920,0,0,0,0.54598,0.54598,2500,1364.95
0x14b802407e24feffc77b75eaa45c1213e5c0e0d9,0,0,0,0.54598,0.54598,2500,1364.95
0xd72708e95577f80056fd6a44ec30d644b5a86486,0,0,0,0.54598,0.54598,2500,1364.95
0xa79e31f9dd1eb4ca47d5034674d4701c318998ab,0,0,0,0.54598,0.54598,2500,1364.95
0xd35dc42c3812ace3d313f8303114b731d428a0fa,0,0,0,0.54598,0.54598,2500,1364.95
0xe4989e7b39a21089b128908e1603fdc9939dbb78,0,0,0,0.54598,0.54598,2500,1364.95
0x90e1f595abc8d731cf82031c974add334b84b29e,0,0,0,0.54598,0.54598,2500,1364.95
0x29832de0d33dfea039a2a4251eaf14c8a6ddbcdf,0,0,0,0.54598,0.54598,2500,1364.95
0x46a968f38f2ef98eb51cc8c8a2c641fd47042964,0,0,0,0.54598,0.54598,2500,1364.95